Total Land Area (acres),Number of Cows,Farm Size,Date,Product ID,Product Name,Brand,Quantity (liters/kg),Price per Unit,Total Value,Storage Condition,Production Date,Expiration Date,Quantity Sold (liters/kg),Price per Unit (sold),Approx. Total Revenue(INR),Customer Location,Sales Channel
451.77,60,Small,25-08-2021,4,Yogurt,Amul,520.57,31.5,16397.955,Frozen,09-07-2021,06-08-2021,476,32.86,15641.36,West Bengal,Wholesale
159.56,50,Small,21-06-2022,4,Yogurt,Dodla Dairy,601.41,43.67,26263.5747,Frozen,16-06-2022,12-07-2022,351,39.29,13790.79,Madhya Pradesh,Online
393.21,86,Small,23-11-2020,9,Paneer,Amul,304.92,24.64,7513.2288,Refrigerated,02-10-2020,13-10-2020,284,22.2,6304.8,Uttar Pradesh,Wholesale
760.61,57,Medium,28-12-2022,2,Butter,Mother Dairy,987.98,69,68170.62,Refrigerated,16-12-2022,21-01-2023,246,65.63,16144.98,Bihar,Online
299.01,70,Large,27-03-2022,8,Buttermilk,Amul,76.53,86.26,6601.4778,Refrigerated,15-02-2022,24-02-2022,35,88.21,3087.35,Jharkhand,Wholesale
552.55,64,Large,10-08-2019,1,Milk,Sudha,513.42,76.65,39353.643,Polythene Packet,21-06-2019,22-06-2019,297,75.13,22313.61,Rajasthan,Retail
878.23,72,Large,06-11-2020,9,Paneer,Raj,553.89,35.2,19496.928,Refrigerated,21-09-2020,04-10-2020,522,39.54,20639.88,Rajasthan,Retail
196.69,83,Small,06-05-2021,8,Buttermilk,Amul,801.45,57.51,46091.3895,Refrigerated,18-04-2021,30-04-2021,267,60.57,16172.19,Karnataka,Retail
772.69,30,Large,02-07-2022,3,Cheese,Amul,616.33,45.7,28166.281,Refrigerated,03-06-2022,25-07-2022,402,42.62,17133.24,Jharkhand,Wholesale
548.18,71,Small,13-02-2022,10,Ghee,Sudha,851.51,23.4,19925.334,Ambient,05-02-2022,20-06-2022,219,27.07,5928.33,West Bengal,Wholesale
683.67,58,Large,18-05-2019,4,Yogurt,Palle2patnam,299.28,34.4,10295.232,Frozen,30-03-2019,28-04-2019,277,31,8587,Chandigarh,Online
283.17,41,Large,06-12-2021,3,Cheese,Britannia Industries,509.53,29.74,15153.4222,Frozen,06-11-2021,13-01-2022,195,31.99,6238.05,Chandigarh,Wholesale
370.75,60,Medium,17-09-2019,3,Cheese,Britannia Industries,473.8,31.43,14891.534,Refrigerated,29-07-2019,16-09-2019,280,31.23,8744.4,Haryana,Retail
879.18,77,Small,12-08-2020,6,Curd,Raj,833.57,93.26,77738.7382,Refrigerated,11-08-2020,17-08-2020,805,91.05,73295.25,Bihar,Retail
851.33,90,Large,14-05-2021,6,Curd,Mother Dairy,809.5,80.62,65261.89,Refrigerated,07-05-2021,14-05-2021,153,84.1,12867.3,Delhi,Online
873.71,78,Large,11-02-2019,10,Ghee,Sudha,114.7,75.55,8665.585,Ambient,10-01-2019,12-05-2019,22,74.7,1643.4,Delhi,Wholesale
960.61,40,Small,18-09-2019,2,Butter,Amul,140.43,53.43,7503.1749,Frozen,06-08-2019,10-09-2019,128,52.59,6731.52,Tamil Nadu,Wholesale
772.15,41,Large,15-09-2022,4,Yogurt,Mother Dairy,590.83,49.02,28962.4866,Frozen,17-07-2022,12-08-2022,435,49.51,21536.85,Chandigarh,Online
478.54,20,Small,27-01-2019,10,Ghee,Sudha,792.59,59.56,47206.6604,Ambient,03-01-2019,19-04-2019,726,60.52,43937.52,Uttar Pradesh,Retail
884.13,48,Medium,22-08-2021,3,Cheese,Passion Cheese,657.24,99.19,65191.6356,Frozen,25-06-2021,21-07-2021,631,100.45,63383.95,Jharkhand,Wholesale
270.92,23,Medium,01-05-2020,4,Yogurt,Palle2patnam,239.22,21.33,5102.5626,Frozen,30-03-2020,25-04-2020,104,24.84,2583.36,Madhya Pradesh,Online
363.89,79,Medium,16-09-2020,10,Ghee,Raj,768.63,32.55,25018.9065,Ambient,23-08-2020,26-12-2020,637,36.43,23205.91,Gujarat,Retail
955.7,100,Large,17-09-2019,5,Ice Cream,Amul,388.51,29.65,11519.3215,Frozen,21-08-2019,15-09-2019,198,26.72,5290.56,West Bengal,Retail
796.95,32,Large,27-04-2022,8,Buttermilk,Raj,397.33,32.39,12869.5187,Refrigerated,04-04-2022,13-04-2022,125,30.96,3870,Delhi,Online
39.69,93,Large,25-01-2021,5,Ice Cream,Dodla Dairy,34.61,72.6,2512.686,Frozen,17-12-2020,14-01-2021,24,73.86,1772.64,Bihar,Retail
763.08,39,Small,05-07-2019,2,Butter,Mother Dairy,168.98,13.18,2227.1564,Frozen,31-05-2019,28-06-2019,65,9.21,598.65,Telangana,Retail
703.23,61,Small,14-03-2020,3,Cheese,Britannia Industries,37.63,36.46,1371.9898,Refrigerated,13-02-2020,24-03-2020,13,31.88,414.44,Tamil Nadu,Wholesale
889.62,33,Medium,22-07-2020,10,Ghee,Mother Dairy,265.64,42.34,11247.1976,Ambient,02-06-2020,13-10-2020,47,38.48,1808.56,Karnataka,Wholesale
232.58,68,Large,15-01-2022,2,Butter,Mother Dairy,43.8,92.62,4056.756,Refrigerated,13-01-2022,08-02-2022,9,95.32,857.88,Maharashtra,Retail
590.47,75,Large,20-04-2022,6,Curd,Mother Dairy,410.79,66.24,27210.7296,Refrigerated,09-03-2022,14-03-2022,54,63.97,3454.38,Madhya Pradesh,Retail
762,93,Small,18-05-2022,7,Lassi,Mother Dairy,678.13,50.66,34354.0658,Refrigerated,28-04-2022,11-05-2022,526,49.4,25984.4,West Bengal,Online
321.55,48,Medium,15-12-2019,9,Paneer,Mother Dairy,307.25,15.66,4811.535,Refrigerated,21-11-2019,02-12-2019,24,17.37,416.88,Madhya Pradesh,Online
725.53,35,Small,01-04-2021,9,Paneer,Sudha,131.11,98.36,12895.9796,Refrigerated,11-03-2021,20-03-2021,10,102.76,1027.6,Jharkhand,Wholesale
850.94,26,Large,01-12-2021,8,Buttermilk,Raj,792.68,77.24,61226.6032,Refrigerated,27-11-2021,07-12-2021,61,79.92,4875.12,Gujarat,Retail
429.75,77,Small,26-08-2022,5,Ice Cream,Mother Dairy,899.77,42.12,37898.3124,Frozen,29-06-2022,28-07-2022,509,43.16,21968.44,Delhi,Online
552.53,55,Small,16-11-2020,1,Milk,Raj,216.86,69.91,15160.6826,Tetra Pack,20-10-2020,14-11-2020,23,73.41,1688.43,Haryana,Online
843.84,12,Medium,06-02-2020,7,Lassi,Mother Dairy,875.58,75.29,65922.4182,Refrigerated,02-02-2020,20-02-2020,42,73.5,3087,Rajasthan,Retail
505.83,34,Large,14-11-2019,9,Paneer,Mother Dairy,602.68,84.02,50637.1736,Refrigerated,05-11-2019,17-11-2019,312,82.4,25708.8,West Bengal,Wholesale
29.92,80,Medium,27-01-2019,6,Curd,Mother Dairy,863.98,15.77,13624.9646,Refrigerated,19-12-2018,24-12-2018,105,15.86,1665.3,Bihar,Retail
161.28,26,Large,06-10-2021,10,Ghee,Sudha,434.35,39.28,17061.268,Ambient,14-08-2021,23-12-2021,75,39.66,2974.5,Kerala,Wholesale
29.03,76,Large,04-10-2022,7,Lassi,Amul,556.7,13.37,7443.079,Refrigerated,15-09-2022,02-10-2022,471,12.75,6005.25,Maharashtra,Online
166.54,60,Medium,04-06-2020,10,Ghee,Raj,388.15,76.7,29771.105,Ambient,05-05-2020,28-08-2020,387,77.97,30174.39,Chandigarh,Retail
637.95,70,Medium,27-06-2020,10,Ghee,Raj,697.67,28.79,20085.9193,Ambient,01-05-2020,23-07-2020,186,28.39,5280.54,Madhya Pradesh,Online
692.91,99,Small,24-04-2022,9,Paneer,Sudha,845.77,29.42,24882.5534,Refrigerated,07-03-2022,15-03-2022,672,25.45,17102.4,Chandigarh,Retail
743.39,38,Large,20-09-2020,8,Buttermilk,Mother Dairy,834.03,97.04,80934.2712,Refrigerated,15-09-2020,23-09-2020,85,98.75,8393.75,Tamil Nadu,Retail
705.92,71,Small,20-10-2022,7,Lassi,Amul,973.01,12.84,12493.4484,Refrigerated,12-10-2022,28-10-2022,286,11.32,3237.52,Maharashtra,Wholesale
354.9,35,Large,12-01-2022,7,Lassi,Mother Dairy,569.49,53.68,30570.2232,Refrigerated,11-12-2021,24-12-2021,204,56.13,11450.52,Maharashtra,Retail
119.34,27,Medium,22-12-2022,1,Milk,Amul,362.17,80.86,29285.0662,Tetra Pack,24-10-2022,22-11-2022,284,80.5,22862,Bihar,Wholesale
127.74,32,Medium,26-03-2021,3,Cheese,Dynamix Dairies,292.16,92.86,27129.9776,Refrigerated,31-01-2021,10-04-2021,177,88.29,15627.33,Haryana,Wholesale
362.18,34,Large,02-12-2020,6,Curd,Amul,287.82,78.94,22720.5108,Refrigerated,23-10-2020,30-10-2020,270,81.44,21988.8,West Bengal,Wholesale
632.56,38,Large,08-08-2022,4,Yogurt,Amul,78.61,51.29,4031.9069,Frozen,16-07-2022,10-08-2022,51,54.49,2778.99,Chandigarh,Retail
360.55,67,Small,11-03-2022,5,Ice Cream,Mother Dairy,844.73,79.44,67105.3512,Frozen,11-01-2022,04-02-2022,766,82.88,63486.08,Chandigarh,Online
881.75,74,Medium,15-12-2022,10,Ghee,Amul,426.48,93.08,39696.7584,Ambient,19-11-2022,14-03-2023,324,92.73,30044.52,Karnataka,Online
729.52,64,Small,14-09-2019,2,Butter,Mother Dairy,39.13,17.04,666.7752,Frozen,11-09-2019,17-10-2019,12,12.58,150.96,Uttar Pradesh,Online
325.3,14,Small,12-06-2021,8,Buttermilk,Sudha,778.77,93.25,72620.3025,Refrigerated,10-06-2021,23-06-2021,728,95.65,69633.2,Kerala,Online
187.73,75,Medium,06-07-2022,4,Yogurt,Mother Dairy,530.22,78.1,41410.182,Refrigerated,03-07-2022,30-07-2022,301,73.22,22039.22,Gujarat,Wholesale
827.65,40,Small,24-08-2020,9,Paneer,Raj,371.6,39.71,14756.236,Refrigerated,21-07-2020,31-07-2020,165,36.83,6076.95,Maharashtra,Retail
189.16,40,Medium,03-06-2022,8,Buttermilk,Mother Dairy,479.54,24.68,11835.0472,Refrigerated,08-05-2022,21-05-2022,43,24.14,1038.02,Kerala,Online
958.35,45,Medium,21-05-2021,8,Buttermilk,Mother Dairy,269.69,11.93,3217.4017,Refrigerated,26-03-2021,05-04-2021,77,15.44,1188.88,Delhi,Retail
417.65,20,Small,23-09-2021,2,Butter,Warana,53.34,46.38,2473.9092,Refrigerated,12-08-2021,06-09-2021,29,42.91,1244.39,Chandigarh,Online
307.69,91,Small,26-11-2020,5,Ice Cream,Mother Dairy,288.12,70.72,20375.8464,Frozen,05-10-2020,04-11-2020,63,71.88,4528.44,Chandigarh,Online
280.28,55,Large,14-01-2020,8,Buttermilk,Mother Dairy,102.05,52.36,5343.338,Refrigerated,28-11-2019,12-12-2019,16,50.56,808.96,West Bengal,Online
274.74,24,Large,16-02-2020,1,Milk,Amul,933.28,46.59,43481.5152,Tetra Pack,07-02-2020,03-03-2020,485,44.83,21742.55,Madhya Pradesh,Wholesale
522.08,97,Large,10-09-2022,3,Cheese,Passion Cheese,207.35,96.89,20090.1415,Frozen,23-08-2022,12-10-2022,67,97.48,6531.16,Gujarat,Wholesale
218.43,12,Small,03-03-2019,3,Cheese,Dynamix Dairies,387.24,61.66,23877.2184,Frozen,24-01-2019,16-03-2019,70,58.3,4081,Jharkhand,Wholesale
550.51,18,Large,15-07-2020,1,Milk,Mother Dairy,946.88,65.09,61632.4192,Polythene Packet,28-06-2020,30-06-2020,658,69.31,45605.98,Bihar,Wholesale
217.49,78,Medium,22-05-2021,7,Lassi,Mother Dairy,113.75,67.47,7674.7125,Refrigerated,19-04-2021,04-05-2021,42,67.63,2840.46,Rajasthan,Retail
781.33,78,Medium,22-07-2022,5,Ice Cream,Amul,648.17,50.34,32628.8778,Frozen,30-06-2022,26-07-2022,155,48.09,7453.95,Haryana,Retail
659.59,62,Large,01-08-2022,2,Butter,Mother Dairy,335.63,80.81,27122.2603,Frozen,05-07-2022,03-08-2022,241,84.86,20451.26,Karnataka,Online
389.5,33,Large,04-01-2022,4,Yogurt,Amul,335.77,72.01,24178.7977,Refrigerated,26-11-2021,21-12-2021,302,69.31,20931.62,Kerala,Retail
156.18,39,Medium,19-10-2022,8,Buttermilk,Sudha,140.5,24.08,3383.24,Refrigerated,06-10-2022,17-10-2022,1,27.5,27.5,West Bengal,Wholesale
693.46,41,Large,23-12-2021,8,Buttermilk,Amul,201.45,23.66,4766.307,Refrigerated,26-11-2021,10-12-2021,193,19.21,3707.53,Tamil Nadu,Online
528.93,26,Medium,20-01-2019,2,Butter,Parag Milk Foods,210.36,80.1,16849.836,Refrigerated,02-12-2018,09-01-2019,197,83.02,16354.94,Bihar,Retail
442.73,74,Large,08-04-2020,7,Lassi,Sudha,53.88,29.07,1566.2916,Refrigerated,27-03-2020,12-04-2020,6,29.66,177.96,Uttar Pradesh,Online
922.91,22,Small,22-03-2019,9,Paneer,Amul,4.71,50.15,236.2065,Refrigerated,14-03-2019,28-03-2019,2,54.01,108.02,Chandigarh,Wholesale
998.55,100,Medium,28-06-2019,7,Lassi,Raj,368.47,43.71,16105.8237,Refrigerated,15-06-2019,28-06-2019,36,40.43,1455.48,Haryana,Retail
655.96,67,Large,03-06-2019,5,Ice Cream,Palle2patnam,475.07,26.14,12418.3298,Frozen,10-05-2019,02-06-2019,218,28.05,6114.9,Haryana,Retail
319.54,31,Large,06-01-2020,4,Yogurt,Palle2patnam,251.73,80.55,20276.8515,Refrigerated,10-12-2019,03-01-2020,107,76.53,8188.71,Maharashtra,Retail
170.19,86,Small,10-08-2020,4,Yogurt,Dodla Dairy,836.24,69.41,58043.4184,Refrigerated,26-06-2020,19-07-2020,127,70.15,8909.05,Delhi,Online
124.25,22,Small,06-02-2022,3,Cheese,Amul,593.95,57.09,33908.6055,Refrigerated,26-12-2021,05-03-2022,71,52.51,3728.21,Bihar,Wholesale
668.45,86,Large,09-02-2021,2,Butter,Warana,65.85,54.62,3596.727,Frozen,24-01-2021,01-03-2021,13,52.51,682.63,Tamil Nadu,Retail
895.34,51,Medium,28-01-2021,8,Buttermilk,Amul,868.06,68.4,59375.304,Refrigerated,04-12-2020,18-12-2020,494,70.12,34639.28,Jharkhand,Retail
731.29,20,Small,26-02-2019,7,Lassi,Mother Dairy,59.17,68.23,4037.1691,Refrigerated,02-01-2019,16-01-2019,45,71.74,3228.3,Rajasthan,Wholesale
853.05,11,Small,04-08-2019,10,Ghee,Sudha,888.11,71.54,63535.3894,Ambient,23-07-2019,08-12-2019,353,68.14,24053.42,Kerala,Wholesale
285.99,28,Medium,16-04-2022,4,Yogurt,Amul,148.85,32.46,4831.671,Frozen,12-04-2022,10-05-2022,138,33.61,4638.18,Uttar Pradesh,Wholesale
623.18,71,Medium,25-04-2020,7,Lassi,Amul,698.34,72.75,50804.235,Refrigerated,07-04-2020,22-04-2020,488,72.56,35409.28,Maharashtra,Retail
790.8,78,Large,20-08-2020,8,Buttermilk,Mother Dairy,839.68,36.59,30723.8912,Refrigerated,27-07-2020,07-08-2020,301,40.62,12226.62,Bihar,Online
268.3,86,Large,13-03-2019,10,Ghee,Sudha,615.81,17.43,10733.5683,Ambient,06-03-2019,27-07-2019,322,14.47,4659.34,Tamil Nadu,Wholesale
326.54,48,Large,09-03-2021,3,Cheese,Amul,338.79,84.66,28681.9614,Frozen,29-01-2021,25-03-2021,32,83.14,2660.48,Delhi,Online
75.81,21,Small,13-12-2022,3,Cheese,Passion Cheese,100.26,14.47,1450.7622,Refrigerated,03-12-2022,01-03-2023,8,9.96,79.68,Telangana,Retail
32.9,48,Medium,10-10-2021,10,Ghee,Sudha,742.3,83.62,62071.126,Ambient,10-09-2021,23-12-2021,57,85.71,4885.47,Bihar,Wholesale
150.44,88,Small,18-04-2019,8,Buttermilk,Mother Dairy,642.65,93.66,60190.599,Refrigerated,05-04-2019,17-04-2019,518,91.36,47324.48,Bihar,Wholesale
636.01,44,Large,24-09-2021,6,Curd,Sudha,845.79,38.34,32427.5886,Refrigerated,27-08-2021,02-09-2021,708,41.03,29049.24,West Bengal,Online
109.65,10,Medium,19-01-2022,2,Butter,Mother Dairy,522.76,85.78,44842.3528,Refrigerated,15-12-2021,10-01-2022,424,81.71,34645.04,Maharashtra,Wholesale
220.42,36,Large,24-03-2021,7,Lassi,Mother Dairy,450.59,47.43,21371.4837,Refrigerated,08-03-2021,23-03-2021,8,44.5,356,Rajasthan,Wholesale
499.65,22,Medium,14-10-2020,6,Curd,Amul,695.02,49.56,34445.1912,Refrigerated,29-09-2020,06-10-2020,285,45.74,13035.9,Kerala,Retail
963.9,57,Small,13-02-2019,6,Curd,Sudha,775.56,91.21,70738.8276,Refrigerated,09-02-2019,15-02-2019,287,94.56,27138.72,Bihar,Retail
123.53,37,Medium,24-12-2022,2,Butter,Warana,412.57,25.11,10359.6327,Frozen,22-12-2022,20-01-2023,304,27.85,8466.4,Uttar Pradesh,Retail
696.91,34,Medium,22-09-2021,5,Ice Cream,Mother Dairy,27.64,27.1,749.044,Frozen,30-07-2021,20-08-2021,21,28.69,602.49,Delhi,Wholesale
649.74,77,Small,05-02-2020,8,Buttermilk,Raj,87.89,92,8085.88,Refrigerated,17-01-2020,24-01-2020,45,94.57,4255.65,Tamil Nadu,Online
878.1,29,Large,28-02-2019,3,Cheese,Dynamix Dairies,568.77,36.58,20805.6066,Frozen,14-02-2019,19-04-2019,397,34.52,13704.44,Maharashtra,Wholesale
537.54,98,Medium,15-05-2019,1,Milk,Amul,618.02,63.42,39194.8284,Tetra Pack,20-04-2019,19-05-2019,605,59.26,35852.3,Chandigarh,Wholesale
149.88,74,Medium,10-09-2022,1,Milk,Raj,866.01,52.41,45387.5841,Tetra Pack,22-08-2022,20-09-2022,625,54.67,34168.75,Kerala,Retail
605.97,48,Small,07-06-2020,10,Ghee,Mother Dairy,401.31,21.99,8824.8069,Ambient,04-05-2020,03-08-2020,96,26.04,2499.84,Tamil Nadu,Retail
871.77,75,Medium,16-01-2020,4,Yogurt,Dodla Dairy,935.28,44.12,41264.5536,Frozen,11-01-2020,04-02-2020,443,46.39,20550.77,Madhya Pradesh,Online
764.12,35,Large,17-12-2021,5,Ice Cream,Mother Dairy,646.52,73.27,47370.5204,Frozen,27-11-2021,23-12-2021,636,69.79,44386.44,Chandigarh,Retail
772.48,70,Large,06-05-2020,10,Ghee,Amul,300.72,11.32,3404.1504,Ambient,15-03-2020,19-05-2020,26,15.57,404.82,Jharkhand,Online
187.79,68,Large,02-10-2019,9,Paneer,Sudha,694.53,58.57,40678.6221,Refrigerated,14-09-2019,25-09-2019,310,57.7,17887,Chandigarh,Wholesale
74.84,67,Large,11-01-2021,8,Buttermilk,Raj,615.92,88.87,54736.8104,Refrigerated,27-11-2020,08-12-2020,539,89.44,48208.16,Delhi,Online
962.11,25,Medium,06-02-2021,7,Lassi,Mother Dairy,722.84,96.16,69508.2944,Refrigerated,25-01-2021,08-02-2021,211,92.15,19443.65,Telangana,Retail
372.39,35,Large,14-11-2019,2,Butter,Mother Dairy,838.32,10.89,9129.3048,Frozen,01-10-2019,30-10-2019,163,13.1,2135.3,Chandigarh,Wholesale
569.9,68,Medium,08-09-2020,4,Yogurt,Mother Dairy,952.37,42.22,40209.0614,Frozen,02-09-2020,30-09-2020,849,45.82,38901.18,Telangana,Wholesale
539.93,65,Medium,07-09-2021,8,Buttermilk,Mother Dairy,516.61,86.24,44552.4464,Refrigerated,22-07-2021,29-07-2021,277,88.22,24436.94,Uttar Pradesh,Online
394.52,39,Large,11-03-2020,8,Buttermilk,Sudha,475.2,18.28,8686.656,Refrigerated,19-02-2020,27-02-2020,22,23.06,507.32,Gujarat,Wholesale
715.97,28,Large,28-09-2020,7,Lassi,Mother Dairy,822.04,39.35,32347.274,Refrigerated,23-09-2020,08-10-2020,258,38.59,9956.22,Karnataka,Online
194.89,63,Large,12-06-2020,9,Paneer,Mother Dairy,563.42,16.08,9059.7936,Refrigerated,30-05-2020,10-06-2020,146,15.02,2192.92,Gujarat,Retail
895.51,62,Medium,25-11-2019,9,Paneer,Amul,656.11,60.51,39701.2161,Refrigerated,09-11-2019,23-11-2019,578,59.43,34350.54,Chandigarh,Retail
296.4,32,Small,17-05-2021,4,Yogurt,Mother Dairy,560.31,22.6,12663.006,Frozen,20-04-2021,19-05-2021,545,22.12,12055.4,Maharashtra,Wholesale
877.97,67,Medium,08-11-2021,5,Ice Cream,Dodla Dairy,67.1,65.38,4386.998,Frozen,16-09-2021,13-10-2021,18,64.04,1152.72,Bihar,Wholesale
884.78,36,Small,13-06-2020,1,Milk,Raj,87.55,38.7,3388.185,Polythene Packet,25-05-2020,26-05-2020,77,34.09,2624.93,Delhi,Online
449.85,41,Large,03-07-2019,1,Milk,Mother Dairy,820.49,77.2,63341.828,Polythene Packet,06-05-2019,07-05-2019,299,75.52,22580.48,West Bengal,Online
686.95,59,Large,14-09-2022,3,Cheese,Britannia Industries,916.96,81.66,74878.9536,Refrigerated,19-08-2022,19-09-2022,552,85.86,47394.72,Tamil Nadu,Wholesale
436.97,55,Large,10-10-2022,10,Ghee,Sudha,189.68,37.06,7029.5408,Ambient,06-09-2022,15-12-2022,108,32.62,3522.96,Haryana,Online
913.39,56,Medium,02-10-2019,10,Ghee,Mother Dairy,657.18,30.69,20168.8542,Ambient,27-09-2019,10-02-2020,412,32.2,13266.4,Telangana,Retail
839.31,39,Large,03-06-2022,3,Cheese,Britannia Industries,62.08,87.72,5445.6576,Refrigerated,27-05-2022,02-08-2022,6,89.33,535.98,Maharashtra,Retail
453.28,77,Medium,03-10-2022,2,Butter,Warana,919.93,46.33,42620.3569,Frozen,22-09-2022,01-11-2022,209,51.25,10711.25,Chandigarh,Online
550.92,83,Large,01-10-2021,10,Ghee,Raj,739.51,23.64,17482.0164,Ambient,31-08-2021,05-11-2021,327,24.3,7946.1,Jharkhand,Wholesale
507.23,46,Large,18-06-2022,1,Milk,Raj,668.48,55.16,36873.3568,Tetra Pack,23-04-2022,21-05-2022,359,50.52,18136.68,Chandigarh,Retail
767.91,16,Large,18-10-2022,6,Curd,Amul,503.15,37.16,18697.054,Refrigerated,26-09-2022,03-10-2022,485,33.24,16121.4,Chandigarh,Retail
15.99,27,Small,16-09-2022,2,Butter,Amul,266.12,17.92,4768.8704,Frozen,19-07-2022,20-08-2022,225,18.7,4207.5,Haryana,Retail
889.62,86,Large,13-04-2019,7,Lassi,Mother Dairy,12.85,40.98,526.593,Refrigerated,27-02-2019,15-03-2019,7,43.31,303.17,Madhya Pradesh,Online
568.17,83,Medium,19-06-2021,5,Ice Cream,Dodla Dairy,170.78,30.55,5217.329,Frozen,03-06-2021,25-06-2021,89,28.1,2500.9,Bihar,Online
171.12,13,Medium,14-03-2020,3,Cheese,Amul,229.37,58.8,13486.956,Refrigerated,29-01-2020,22-03-2020,150,60.94,9141,Maharashtra,Retail
244.86,18,Small,26-12-2019,9,Paneer,Raj,872.22,58.57,51085.9254,Refrigerated,18-12-2019,31-12-2019,278,62.19,17288.82,Haryana,Online
752.03,43,Medium,13-03-2019,5,Ice Cream,Mother Dairy,233.35,24.66,5754.411,Frozen,13-02-2019,14-03-2019,202,26.64,5381.28,Haryana,Wholesale
427.22,21,Medium,11-07-2019,8,Buttermilk,Mother Dairy,802.06,12.7,10186.162,Refrigerated,08-06-2019,16-06-2019,687,13.76,9453.12,Chandigarh,Retail
900,22,Large,17-11-2022,8,Buttermilk,Amul,591.36,95.16,56273.8176,Refrigerated,23-10-2022,05-11-2022,316,99.2,31347.2,Gujarat,Wholesale
630.56,48,Medium,24-03-2020,1,Milk,Raj,782.62,33.75,26413.425,Polythene Packet,18-02-2020,19-02-2020,326,29.93,9757.18,Tamil Nadu,Wholesale
709.56,61,Medium,13-01-2021,6,Curd,Raj,170.75,94.88,16200.76,Refrigerated,10-01-2021,15-01-2021,59,96.9,5717.1,Bihar,Wholesale
876.46,21,Medium,06-01-2021,2,Butter,Mother Dairy,196.55,78.27,15383.9685,Frozen,14-12-2020,18-01-2021,157,74.43,11685.51,Delhi,Wholesale
612.82,80,Medium,11-03-2019,2,Butter,Amul,151.17,93.21,14090.5557,Refrigerated,06-02-2019,03-03-2019,112,96.44,10801.28,Bihar,Retail
575.84,59,Medium,27-02-2021,9,Paneer,Sudha,17.98,93.13,1674.4774,Refrigerated,02-01-2021,09-01-2021,7,92.39,646.73,Maharashtra,Retail
447.39,52,Medium,07-09-2021,4,Yogurt,Dodla Dairy,571.41,27.67,15810.9147,Refrigerated,01-09-2021,01-10-2021,267,28.44,7593.48,Karnataka,Online
729.31,60,Small,02-02-2021,3,Cheese,Amul,531.48,43.59,23167.2132,Frozen,20-01-2021,22-03-2021,342,42.04,14377.68,Haryana,Wholesale
345.13,41,Large,01-02-2020,1,Milk,Raj,261.64,77.83,20363.4412,Polythene Packet,17-01-2020,18-01-2020,187,78.58,14694.46,Maharashtra,Online
340.97,42,Small,26-12-2019,7,Lassi,Amul,706.92,86.99,61494.9708,Refrigerated,21-11-2019,07-12-2019,122,88.32,10775.04,Delhi,Online
521.99,17,Medium,12-06-2022,9,Paneer,Sudha,417.44,23.8,9935.072,Refrigerated,20-05-2022,30-05-2022,203,25.54,5184.62,Tamil Nadu,Retail
82.96,87,Large,22-11-2022,10,Ghee,Sudha,326.74,88.75,28998.175,Ambient,21-10-2022,05-03-2023,138,86.24,11901.12,Karnataka,Wholesale
804.02,80,Small,12-10-2019,9,Paneer,Mother Dairy,509.23,61.89,31516.2447,Refrigerated,09-10-2019,23-10-2019,373,66.35,24748.55,Delhi,Online
106.87,20,Medium,14-02-2022,5,Ice Cream,Palle2patnam,829.99,19.37,16076.9063,Frozen,05-01-2022,01-02-2022,48,21.21,1018.08,Bihar,Online
955.76,51,Medium,02-04-2020,6,Curd,Amul,349.63,29.51,10317.5813,Refrigerated,20-02-2020,27-02-2020,198,28.49,5641.02,Delhi,Online
88.18,74,Medium,02-09-2019,2,Butter,Amul,226.32,40.04,9061.8528,Refrigerated,24-08-2019,25-09-2019,84,38.89,3266.76,Rajasthan,Online
720.03,72,Medium,16-07-2022,8,Buttermilk,Mother Dairy,656.49,18.29,12007.2021,Refrigerated,30-05-2022,12-06-2022,459,19.72,9051.48,Karnataka,Retail
110.1,47,Large,14-04-2022,7,Lassi,Sudha,537.89,91.92,49442.8488,Refrigerated,06-03-2022,19-03-2022,182,94.75,17244.5,Gujarat,Online
539.06,93,Large,01-09-2020,4,Yogurt,Amul,983.89,45.8,45062.162,Refrigerated,03-08-2020,30-08-2020,495,48.75,24131.25,Karnataka,Wholesale
74.81,78,Small,06-10-2021,3,Cheese,Passion Cheese,893.65,59.28,52975.572,Refrigerated,01-09-2021,08-10-2021,631,56.44,35613.64,Chandigarh,Retail
238.86,97,Large,05-03-2022,10,Ghee,Amul,838.5,33.46,28056.21,Ambient,07-01-2022,13-05-2022,332,38.23,12692.36,Telangana,Retail
985.65,89,Small,09-07-2021,10,Ghee,Raj,210.68,16.06,3383.5208,Ambient,22-06-2021,14-11-2021,24,14.43,346.32,Rajasthan,Wholesale
901.86,18,Medium,24-04-2020,2,Butter,Warana,403.35,19.94,8042.799,Refrigerated,15-03-2020,22-04-2020,183,21.83,3994.89,Delhi,Online
872.61,26,Large,15-12-2021,3,Cheese,Britannia Industries,395.71,69.12,27351.4752,Frozen,11-12-2021,09-03-2022,193,65.84,12707.12,Rajasthan,Online
650.8,67,Small,27-08-2019,8,Buttermilk,Mother Dairy,53.6,23.56,1262.816,Refrigerated,06-07-2019,13-07-2019,30,25.16,754.8,Haryana,Wholesale
99.35,37,Medium,12-01-2022,7,Lassi,Mother Dairy,925.96,65.4,60557.784,Refrigerated,20-11-2021,06-12-2021,397,61.18,24288.46,Gujarat,Wholesale
